signal_0,signal_1,signal_2,signal_3,signal_4,signal_5,anomaly
-1.8833284012268237,1.1304778427875717,1.182724860717409,-0.47436681440649864,0.5212759304540885,-0.2170987240605085,0
0.24190839501486613,-1.14725942324315,0.6224926232399093,-1.6411852302244163,-1.8299301623293818,-0.12192831666699186,0
-0.2112432796112795,0.27230173055175044,-0.6495074902363289,1.8856916657855893,0.16060498937944198,0.23288177851622544,0
0.19723387740704562,1.002909868948078,0.5760174144844643,0.44201789970827926,0.7359841048655908,-1.8246146370471914,0
-1.7868476505857773,-0.07605874530144384,-0.19767388268190214,0.5798098440482081,0.020016902183505356,0.5818649344542106,0
-1.2455952695612857,-0.01074457040869473,-1.3410567379577842,0.38685793437140087,-1.8782850423633206,0.34831009854087963,0
-1.4689993808971122,-0.3835277932217955,0.894927691449249,0.22737998859841746,-1.645660223724301,-0.6723938446940241,0
-1.501378525476802,-1.6947584996051934,0.1176631761339743,0.5602983435601032,0.4406059207156895,0.6026268148797509,0
-0.011910850885818457,-0.2733902187499678,-1.0730693270623144,-0.4400796717504989,-1.3213483853261705,-0.8451655271269194,0
0.08892687043804186,-0.1178060875409223,3.064728037894776,-1.3457955975050075,-0.12509872083178206,-1.4237321112037242,0
-0.3877858759699509,-0.34709318211518453,0.8448800262331382,-0.4496665392179212,-0.19131960005615892,-0.4303179624722195,0
-1.401051744057209,-0.6521023717931075,-0.3819367150838177,0.07382588340638456,0.5589472872248251,-0.2345965097110292,0
-0.2521762639813468,-1.720813158487053,0.5397345172563511,-0.6958978871500408,0.7471232382297756,1.3164399478541957,0
-0.18791502669300522,-1.0233112807658922,-0.016698613086298133,0.34870199801863844,-0.3155200012467209,-0.5640384093793239,0
0.5635322106974137,0.49757827469419513,-0.3462896403271577,-1.6540661652606898,0.4563781853794524,-0.7673271934413766,0
0.21434107537030897,0.15115723167903694,-1.8889474270426652,0.0810816844115734,0.5145325253744555,0.6371524153104868,0
0.1173657510963127,-1.97718604394959,1.2770810621866373,0.41102266754258043,-1.2033193293704774,-0.7877630401582735,0
0.23122420929452067,0.6797841932982557,-0.4879628563477017,0.8255254073790749,-1.7927668291001777,-1.0424590110937872,0
-2.0643640098420826,-0.8974051428696932,1.5080771845440948,2.0578022345854023,0.23459046823044263,-0.6384292072685546,0
-0.22163990085094343,0.4733398908330222,-1.5629808516390824,-0.5724991759812048,1.434893074450249,-1.0457100693283625,0
-0.7490248992615429,0.013193655981440497,0.28314225950470917,-0.6250040461994723,0.07696438325195544,0.6079395337394395,0
1.9614518237636474,-0.1262443794347809,-0.041297315340562746,1.5274523459795106,-0.5491658582980953,-1.3243530327621809,0
0.2502489756589624,1.076175025087915,0.36104713519968545,-0.09701565754724577,-1.4483933731348388,-0.058369245268373136,0
1.2331549263163366,-1.2341170815392215,-0.24474717380327135,-0.38748473215836077,-0.6977045706377453,0.24792300451900576,0
0.4433052412560076,0.4328269047934368,-0.976809763615125,-1.6459836943336827,0.2623884365307285,-0.5059190414826519,0
1.8383123796867857,1.8845096960149461,1.99068979439604,-0.9401109010347132,0.5693690867420935,0.870952517251484,0
0.7583542335444021,-0.3543979441938586,1.279164902965326,0.0004749863665227949,0.1281061249354394,-1.5378334517771435,0
0.6447649695729887,-0.2604117135724109,0.4647788621005251,0.23511369980461824,0.18093657666377086,-0.045713572466684164,0
0.786599734660454,-0.1988925368850661,-1.4551974194529833,0.5689556063739339,-0.8090055249116386,-1.3242618426821398,0
-1.0222433341425983,0.2833323793569209,-0.0965188030948501,-2.1326830296728474,-0.3836559430526696,1.1692312249747645,0
-0.4512956709333788,-0.1654765534275925,1.0429914373271527,0.7954892582045359,1.021751087651711,-2.772553610053703,0
1.7335230384421108,0.636400435427929,2.46147641402415,-0.7823260307742839,-1.7634506056489103,0.007218456725176393,0
