feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,churn
0.4478131538490133,0.6042136031097183,0.09741717415655005,-1.3507191451749128,-0.977793047705137,4.591924689663484,3.0076263614501264,-0.9673421139618744,-0.4246868474478268,1.4562042828820287,0
-3.2926414604079417,0.4526400612009345,0.22516221709201267,0.4329070700880604,-1.8637790553716975,0.561710103727469,-0.6552884815560558,1.4468409401530802,1.5145651845554473,-1.5745914453356553,1
-0.03407513858709488,-0.8086156661654555,-0.6830938840073215,-1.647735618953167,-1.8258872315757786,-1.5284886358743734,-0.6929753761910837,0.7417604557610549,0.28828148856060803,-2.530703867095417,0
-2.7389455735261548,-1.5920957559560236,-0.4542094390216893,-0.44651798476598814,0.6820449421195738,0.45818031787292135,0.4652925745182062,-0.07702286192243937,0.6348357733216121,0.9948246770143582,0
-0.3821560689353172,-1.137187688067079,1.9551813758708427,-1.276483141760963,2.0519055026597472,0.7999914525375147,0.03168214098895972,-1.7590232921893072,-0.3256170130577443,1.6164229732762232,1
-1.684330984218007,-1.8466568753474144,-1.6176649776473464,-0.2222629386466094,-0.4053789865279538,-1.1915909952863881,0.1624180103561249,0.11492942685790798,0.20320100213958134,-1.158852540807397,0
0.09756609699885521,-0.8473050266172202,-1.0708923435807354,0.10551112484469671,-0.4035856074356433,-1.8926176871813336,-0.5243486768715991,1.6980776646790747,2.396397816829032,0.5496822165656989,0
-0.6333464985738813,-2.6463729543486876,-1.2111275986476489,0.12491600608934972,-3.9187331182551803,-1.1015412925477042,0.8856014350055237,-0.419661233533824,0.9373337765460804,-2.241314853177348,0
-2.8337414827093452,-2.585203421635524,0.9209569645559572,2.112196693606389,-1.022397498665761,-1.0512206765799172,-0.2893770036868235,0.6153632461588592,-1.94165054132144,1.1972182056209668,0
-1.0475032571406213,-2.469856331776838,0.19529429752135075,0.7913747375735561,-0.2626726216406875,0.34559429589354795,1.2240303149431178,-0.04898717196393905,-0.9233438263172263,0.9603654722172582,0
-0.7375647882099627,-0.5669200160523216,2.0155211771511023,1.2266149969100029,-1.5037622110678908,0.7083041541586383,0.05033760202822496,-0.3761194262334646,1.0545683741117422,0.9595764868757811,0
-1.0439047377334674,-1.1563357537770886,0.9039735386346248,1.7307749343446,-1.1685475917419406,0.45299370165113884,0.5640514137716746,0.30589891325996654,0.5169185188614688,-1.8487079996041584,0
-1.100736096460561,0.13544311520966268,-0.8479321244591623,-2.824226534725085,-0.41443215850520343,-0.30236777587695884,-0.6821875850957854,0.6561650066322566,0.2067502556531727,1.0349762188982015,0
-3.1899318019386107,-0.35004835589324756,-1.9117977819171803,-2.161626453566261,1.4541521736355754,2.224926263535095,1.3311278255780863,0.1533857368018595,-1.8569431017009048,-0.7524047909752609,0
3.140360159491682,-1.3843470489308138,0.9547076357241893,-0.17574033719181625,3.0112749560958294,-2.142247305870663,-0.5527200160031087,0.646990456227533,-0.5806813309700279,-0.836546022243122,1
-1.573222520719873,-1.5666574816392065,-0.6253957520389803,-1.4782885838621365,-0.07341690946892299,2.460679462690268,2.174532477887854,-0.5399708212215032,-0.5194703063072353,0.7611113531690159,0
0.6837107071120878,-0.8843453255553904,0.40786730545657335,0.6758583279347841,2.6665947329345006,1.8311192130989897,1.8438222312250327,-0.23035634850094364,0.3755219004395541,-1.5872176656008832,1
-0.09294857279687718,-2.1451468641582987,1.82188620458534,0.782420307266255,-1.345482082085665,0.7368600899587965,1.0093538780773592,1.278902564021521,-1.343812658408537,0.7443550419732604,0
-1.5936894952087233,-1.5620334412315289,-0.8586003206652881,-0.7655313214380597,-0.8151032884555235,2.5414480499246714,2.446777875176579,0.027283472083053432,0.7246378821330829,-0.299298995264222,0
0.019326821067635835,-1.5262886893801504,-0.6654609128501864,-2.3088720490471095,0.0779982168737019,-2.7674530325004776,-1.4084216127411135,-0.8564427646495681,0.03468044169113874,-0.5693360987714183,0
-2.302101314704797,0.2263096257942463,-0.07534582974076587,-3.811867599996282,0.17725943973332692,-0.03786766107723405,-1.3193587990441626,1.1984685118580662,-0.1532423360688949,0.46633109968496606,0
-0.8424530475059139,-3.233418122206657,-1.8348798533601811,-1.4711426988850258,0.28583415318303684,-3.1625592648116836,-0.5289039619090679,0.4980217209189907,1.332559688992883,-0.9842317491256364,0
-0.9290066972591007,-0.3117395125138631,-0.3379204908896578,-2.242060196753369,0.2711625489670111,3.4390566173449177,2.226041611244408,1.4762232681700407,-0.4433877503149457,2.2254900961796977,0
0.8981398987001294,-1.3250293974092253,-1.2358562036804908,-0.5821578472200805,-2.968948195527494,-1.5522458279806903,0.19770487586867946,-1.451788843335748,-0.7008684846739407,0.7952224142398229,0
-0.8125879581731843,-1.1365744901024395,-1.2251526002790567,-2.1571715244051877,-1.4962937981622597,-0.8499541213297744,-0.11772079301181082,-0.4938876491975877,-0.9322895011678085,-2.051644942263284,0
-1.9847567854294277,0.3836294609086257,1.1889931332322057,0.823362832685722,-0.9333490201877612,1.2962434039794801,-0.06499923832674712,-1.2963947950348909,1.2702392383694923,-1.9647490213638317,0
-0.8434743489035408,-1.840543811488665,-1.2970091410387155,-0.3033028842541762,-0.16984241013779633,-2.052506484019536,-0.39610417094936723,-0.023728192105893674,-1.4251484514407173,0.13781089653473746,0
0.9781603730223654,-2.771095949210543,-1.9002510217458557,-1.2943428457200792,-3.6319932307280944,-1.4489011402083323,1.1594381201564061,2.317606029989359,1.0674780098278658,0.4813180600552056,0
-0.8325445618442027,-2.3440340619247553,3.449468187086536,3.972296601663426,-2.1036886730302484,-2.2777690971534206,-1.4417453728299012,1.227962486937219,0.2946670817290846,-0.2157818868398182,0
-1.2018051528627662,-1.2133472887026557,-1.6129191344261176,-2.1519564860885145,1.068508565601355,-0.9951575824375701,-0.20857336903825507,0.9787088461437262,-0.1671150269585177,-1.3598331059740967,0
0.12271455779108198,-2.11484735094929,1.9219908710163667,3.8437675698158795,-0.3605333672879898,-2.708060463191633,-1.089769564091873,1.5423089210352179,-0.16057252743515416,-0.6135268641559762,1
-2.862835686918303,1.0278424200830973,1.35935006283069,0.49080376392465774,-0.5422139572457474,1.1926939931490896,-0.8159830912292432,-0.29303945898551986,0.08048056628291371,-0.661963725200632,0
-1.2782754585585305,-0.4750354409997458,1.5144071347036028,1.2144410656655267,-2.0500125166305323,1.5680744870602745,0.704529192159167,0.24450215520223714,1.4346002791465018,1.7797225315354483,0
-0.6041900655347274,0.6391753799802558,-0.3038022672050489,2.0804710327522375,-2.0845361060421586,-1.6582006906179785,-1.2045853001348514,-0.5949328939290471,-0.38424723643130376,1.0176873956152137,1
-2.7396100928276166,1.0682206607692692,-0.6337375342887928,-2.0414763839155774,0.3602043225367386,3.236783051297879,1.0675422267193775,-0.4580054520544005,0.4680027371849588,0.358954273487854,0
0.4909469866996876,-1.1686065214959025,-1.3108108284010287,0.44507467890930186,-2.4780826120736554,-1.0599120038409602,0.5529963989196103,-0.48819681561742184,0.5272060645763608,-0.07431982193462884,0
-0.5717000251634017,-1.3009464595817317,1.433680620659063,0.4710390262902704,-1.1127552092965036,1.322490371568463,1.002726236306668,0.6518261455840944,-0.2360789276078795,0.24796166463852218,0
1.44917632113243,-2.8805386690215684,-2.0099184841342486,-0.5656882993518,1.0479722848909527,-4.442799151851478,-0.8465747263547854,-0.5214284263125372,-0.9850898719057932,-1.7695152216964065,0
